review,target
"b'The basic story idea for LA MOUSTACHE is unique and intrigued me. A seemingly insignificant action occurs and then a man\'s entire existence changes! This occurs when the lead, on a whim, shaves off his mustache. Oddly, his wife didn\'t notice nor did his friends. At first, it\'s no big deal, but later the man becomes angry--how could they be so self-absorbed that they didn\'t notice or care?! Oddly, when confronted, they have no recollection that he had one, even though the audience saw he had one and saw pictures of the man with the mustache! This part of the film was interesting and pulled me in very well.<br /><br />However, out of the blue, the man disappears to Hong Kong and from then on the plot really makes no sense at all. At first, I thought I\'d missed something when the film ended--there were just too many dangling plot points and things that just confused me. So, I watched the ""making of featurette"" on the DVD and one of the main characters confided that she read the script and she was also confused and it made no sense. Some people might like this and normally I don\'t mind a film that leaves unanswered questions, but this goes way beyond this to just confusing and...well, stupid. It took a film that might have earned a 7 or 8 and made it, at best, a 4.<br /><br />Decent acting but a bad script sink this film. But, like so many sub-par films, the DVD case made it sound amazing and worthwhile with phrases like ""A paranoid thriller in the manner of Alfred Hitchcock"" or ""...a mini-masterwork"". Yeah, right. The film had little to do with Hitchcock\'s style and comparisons to Hitchcock are a dime a dozen. Many of Chabrol\'s films (even his bad ones) are also often compared to Hitchcock\'s and I\'m getting sick of this disingenuous advertising. One of the very few films that might really deserve this comparison is the original LES DIABOLIQUES. In contrast, LA MOUSTACHE seemed about as ""Hitchcockian"" as MISSION: IMPOSSIBLE III!'",2
"b'Trying to conceive of something as insipid as THE SENTINEL would be pretty difficult. The problems are many. The result is terrible and loaded with plot holes.<br /><br />Michael Douglas stars as Pete Garrison, a Secret Service agent who ""took one"" for Reagan during the attempt on his life. Years later we find Pete assigned to the Whitehouse Family, mainly as a guard for the First Lady (Kim Basinger, L.A. CONFIDENTIAL). Troubles arise as we see Pete\'s close involvement with the First Lady, and a sudden threat against the President himself (David Rasche, UNITED 93). When Pete fails a polygraph test, he\'s singled out as a disgruntled agent by investigator David Breckinridge (Kiefer Sutherland, 24 TV series).<br /><br />As the presidential assassination plot unfolds, Pete finds himself on the run from his own people. His only confidant is the First Lady, and she\'s reluctant to tell anyone about their affections for one another (which is why Pete failed the polygraph in the first place). But is Pete really innocent? Or is he simply trying to buy time until he can kill the President? If he is innocent, how can he help prevent the assassination attempt while running from the Secret Service? <br /><br />The one, big, overwhelming problem with this film is that there\'s no justification for the reason behind the presidential threat. Isn\'t that what the movie\'s supposed to be about? One would think so! But the audience is never let in on why the assassin(s) want to kill the Prez. Hmm. Someone forget to put that in the script somewhere? <br /><br />And what\'s with David Breckinridge\'s (Kiefer\'s) new partner, Jill Marin (Eva Longoria, CARLITA\'S WAY)? Seems that she was put in the film strictly as a piece of a$$-candy. What was her purpose again? Did she do anything other than look nice in tight pants and a low-cut blouse?<br /><br />There are so many problems with the basic premise of The Sentinel as to be laughable. The action is too easily stymied by the ""What the...?"" responses sure to be uttered by those unfortunate enough to watch the movie.'",0
"b""This is as the cover of the video says a romantic comedy. A fun movie that although it is not going to change the world gives you a moment away from the day's trials and tribulations. Isn't that the best thing that a movie can do? <br /><br />Jeremy Piven is a great comedian who can take any material and make it his, so any fan must see this movie. He and Ms. Fenn should make more movies together because their chemistry is right. This movie was made by men who have never before or since made another film. If I understand it correctly the producers are dentists who love movies and wanted to make this one based on their script. <br /><br />Rent it and share it with someone you love with popcorn.""",2
"b'This movie was well done in all respects. The acting is superb along with the fine audio soundtrack which I purchased because it was so moving. It is my all time favorite movie ahead of eastwoods ""white hunter,black heart"". This movie is simply the best.<br /><br />cheers Zuf'",1
"b'Seriously. I just wrapped up my first viewing of Demonicus and words have failed me.<br /><br />I remember a time when I would see Charles Band\'s name on a film and my heart would race. He was never a Wes Craven or a John Carpenter. He was a bastion of hope for the little man. The guy whose movies arrived at the video store instead of the multiplex, but they still rocked harder than most of the trendy junk we otherwise had to endure.<br /><br />And now... this.<br /><br />A painfully-obvious Californian walking trail doubles for ""the Alps"" and an abandoned train tunnel is actually supposed to be ""an ancient cave"". I mean, they didn\'t even try to dress the thing up with moss or film it in a way that might suggest it was anything other than an old train tunnel! Ugh! Instead of a creepy demon gladiator, as the cover implies, we\'re treated to a dude wearing the latest in Wal-Mart Halloween apparel. There\'s a pretty cool looking corpse, who occasionally comes to life to belch and wiggle his fingers, but he doesn\'t even learn to stand until the final five minutes. Why couldn\'t he be the villain? Instead, we\'ve got frat boy Joe with a plastic sword. Ouch.<br /><br />Charles Band... you should be ashamed that your name is attached to such tripe. I love movies that are so bad, they\'re good. Hell, I occasionally enjoy a flick thats so bad, its just bad. This one, however, is just unwatchable. A perfect example of making a buck, rather than making a quality film.'",0
"b'Why this is called ""Mistresses"" is a puzzle, because it\'s about four women, three of whom aren\'t mistresses\xc2\x85 Except, wait. Ah, I see. It\'s a salacious title and we all have to merchandise I suppose. The series itself? Delicious. Most of the characters are hell bent on cutting metaphorical chunks off themselves. Great fun. Reminds me of LWT\'s 1976 miniseries ""Bouquet of Barbed Wire"", where every character and their dads wielded the machete.<br /><br />Siobhan (Orla Brady) is the only actual mistress and she\'s getting herself in proper trouble. Husband is infertile. So no chance of a baby there then. But at work, there\'s Dominic, played by uber-sexy Adam Rayner, who looks so good that there\'s no surprise when heavy lust breaks out. Dominic, it turns out, has no fertility problems. I expect his sperms do swashbuckling - probably each carries a little sword - and now Siobhan is inevitably pregnant that way instead. What Siobhan should do is to shut up good and tight, and go with - it\'s a miracle. What she actually does of course is say to her friends ""I have to tell my husband"". No you don\'t. Really, you don\'t. Stop. Stop!<br /><br />Katie (Sarah Parish) was a mistress once, for we learn that she\'d had an affair with a married man before the series started. Unwisely, she\'s now taken up with his son. The father died of cancer and Katie, who is a doctor, helped him on his journey. So, she\'s an euthanasiarist, has had affairs with two of her patients and is sleeping with the son of the father in carelessly ignoring the incestuous undertones. It\'s not going to end well for Katie.<br /><br />Jessica is an experimental lesbian. She arranges events and she\'s busy doing a lesbian marriage as the series gets underway. She quickly gets into steamy eye exchanges with one of the brides Alex, played by Anna Torv, and the script hurries along to a lesbonk with great haste. However, it can\'t think of a good way of putting the two women in bed together, so it invents a very lame ""You\'re not having a hen night?! Well I can\'t let you get away with that. I\'ll organise one and the guests shall be .. Me!"", which achieves the result but isn\'t exactly Winterson. I thought script writers were supposed to earn their living. Lazy. Torv\'s interpretation of her character is good. Alex treats Jessica as possibly unsavoury and Alex\'s body language always points backwards when she\'s moving forward. Mind, once she\'s over the wall, in she happily goes, and unsurprisingly, for Shelley Conn is so mouth-watering that so would a good percentage of the human race given the chance.<br /><br />Which brings us to Trudi, who\'s a widow. Of course there should be plain people in a community but, if you\'re going to have a plain character, then you have to invent something to admire in them. It\'s quite possible to be a lump and engaging. However, Small\'s Trudi looks like one of those characters that Casting put prominently in a medieval crowd scene after the director said ""That\'s ridiculous, not every single character would be pretty"". More tellingly, you can\'t find anything to admire in her. Nothing. She\'s a turnip in a bowl of apples. Appallingly, she does ""sexy"" from time to time. I won\'t forget her appearance in bright red corset with stockings tucked into her crotch for a long time, and for all the wrong reasons.<br /><br />So, good, delinquent fun all round. There\'s easily enough material here for a second series and I hope that they do one. I trust they learn one lesson though. The characters never take off their underclothes in bed! Having spent abandoned hours of unbridled lust, afterwards they surface still wearing their bras, or keep the sheets tight wound round their naughty bits. After several episodes, no nipples yet and you can go beg for a cock. What\'s this? Early 21st century puritanism? So production team, are you listening? Your characters will solve some of their mental problems if they Do abandon as well as Talk it. At least they\'ll have more fun in the fun scenes, poor things. In a series dominated by either being in the bedroom, or wanted to be in the bedroom, or having just been in the bedroom, it\'s a bit silly, and jars a lot, that the characters bonk in their underwear.<br /><br />Overall. I was going to score 6 (top end medium), but the series does one trick that\'s rare enough. When each episode ends, you always want more, and you look forward to the next one with anticipation. So I score 7.'",1
"b'WOW! All I can say is WOWWEEWOWWOW!!!! This blockbuster flick kept in a cold sweat from the first moment the bees made their swarmy appearance, I am shocked that this movie was inexplicably panned at the 2002 Oscars?!?! Not only was the spellbinding special effects ignored but the jaw dropping performances of to many actors to mention was also forgotten?? Who in Gods name does this sort of atrocity happen in Hollywood in the 21st Century....this movie needs to ""Bee"" re-released toot sweet perhaps now the so called insiders will be able to appreciate just what they missed the first time out. If you see this movie on you TV listings, I urge you to drop everything and anything you are doing to make time for this entertainment roller coaster, be it the Superbowl or birth of your first child... you wont be disappointed!!!!'",2
"b'Wow, here it finally is; the action ""movie"" without action. In a real low-budget setting (don\'t miss the hilarious flying saucers flying by a few times) of a future Seattle we find a no-brain hardbody seeking to avenge her childhood.<br /><br />There is nothing even remotely original or interesting about the plot and the actors\' performance is only rivalled in stupidity by the attempts to steal from other movies, mainly ""Matrix"" without having the money to do it right. Yes, we do get to see some running on walls and slow motion shoot-outs (45 secs approx.) but these scenes are about as cool as the stupid hardbody\'s attempts at making jokes about male incompetence now and then.<br /><br />And, yes, we are also served a number of leads that lead absolutely nowhere, as if the script was thought-out by the previously unseen cast while shooting the scenes.<br /><br />Believe me, it is as bad as it possibly can get. In fact, it doesn\'t deserve to be taken seriously, but perhaps I can make some of you not rent it and save your money.'",0
"b""This type of plot really does have a lot of potential, but it was butchered here. Honestly, I sensed the cheese element in the beginning, but I thought it would get better after the grotesque birthing. Whoa, I was wrong! So mad scientist makes a monster, wants to brag to his old cronies before he kills them, but of course they escape. After that, it's really bad. I should've counted the times the rubber shark mask peeked out from behind some foliage, but I most likely would have lost count.<br /><br />Pan down to the blood-dripping-from-severed-leg to show us how the shark-man finds the folks. I hate being spoon-fed every aspect of a horror film.<br /><br />Oh, and after being nearly killed by a mutated shark-man and trudging around a jungle-esqe island, there's nothing more cheerful than a middle-aged man reciting Shakespeare...<br /><br />This is one where you'll find yourself rooting for the monster... if you can bear to watch this poor excuse for a flick.""",0
"b'Today, after eighteen long years, Elwood Blues has finally paid his debt to society and was being released from prison. After being escorted outside, he stood beside the road, eagerly awaiting his brother Jake to pick him up. Several hours go by and Jake had not arrived. Elwood waited until the next morning, when the warden finally came out and told him the awful news: Jake had passed away. Elwood received a ride home from Matara, a colleague of his old bandmember Willie. Once back in town, Elwood went to Malvern Gasperon\'s used car lot and set his sites on a classic police cruiser, similar to the one he had in the last adventure. But it was gonna cost $500, which he didn\'t have. Next, Elwood visits Mother Mary Stigmata at the new orphanage, since the old one had long since been demolished. Right away, Elwood learns that his old buddy Curtis had died. He also learns that Curtis had an illegitimate son. That\'s also when Elwood meets a young, sarcastic orphan named Buster. Mother Mary wanted Elwood to spend some time with the youngster--whether he wanted to or not.<br /><br />Elwood attempted to ditch the kid, though unsuccessfully, and seek out Curtis\' son. He found him at the police station. He was Commander Cabel ""Cab"" Chamberlain. Elwood introduced himself, then told his ""sort-of brother"" that he was thinking of putting the band back together and asked if he\'d like to join. He also asks to borrow $500 for a car. But Cab had the goods on Elwood and his late brother Jake. He refused, and personally kicked him out of the office. Outside, Buster picked his pocket and gave the wallet to Elwood, which ironically contained $500. So, Elwood purchased the police cruiser then he and Buster go for a very slow cruise. They stop off at Willie\'s strip club to try and convince Willie rejoin the band. Willie was hesitant, because the Russian mafia was watching him. But, Elwood and the bartender, Mack McTeer, bound and gag two Russian mobsters and leave them in the alley. This did not sit well with their leader, who demanded vengeance against Elwood and Willie; Elwood gives Mack an opportunity to perform at the club and sees he has talent. Just then, the Russians arrive and shoot up the club, then torch it. Luckily all the strippers, patrons, Matara, Elwood, Mack, Willie and Buster escape in time. Mack and Willie join the band. Next, Elwood tracks down the other members of the band: Matt ""Guitar"" Murphy, Donald ""Duck"" Dunne, Tom ""Bones"" Malone, Murph, Mr. Fabulous, and ""Blue Lou"" Marini and, in his own crude and crass way, convinces them to rejoin. Elwood even had Mack and Buster fitted with their own Blues suits. Now, all they needed was a gig. Unbeknownst to them, the Illinois state police and the Russian mafia were after them.<br /><br />Maury Sline, their old booking agent, managed to book them a gig at a county fair in Kentucky, and, an opportunity to play at Queen Mousette\'s Battle of the Bands at her club in Louisiana. So, Elwood, Mack and Buster in the new Bluesmobile, and the band in tow, hit the road. Always managing to stay one step ahead of a furious Cab and the entire Illinois police force. They play at the fair in Kentucky, but learned they wanted a bluegrass band, and not a blues band. So they played bluegrass, blues style. All the while Cab and the cops watched the stage, but monster trucks and a storm proved the perfect distraction; the Blues brothers and the band manage to elude the cops at a local tent revival, with the Reverend Cleophus James. When Cab arrived, something extraordinary happened. It was a miracle, some say. He had a revelation. His destiny became clear. He donned a nifty Blues outfit and joined the band. But the rest of the police force weren\'t buying it, so they chased the Blues Brothers band all the way to Louisiana where they competed in Queen Mousette\'s Battle of the Bands--and lost to the Louisiana Gator Boys. Well before long, Elwood and the gang found themselves surrounded by every cop in a thousand mile radius, as well as the Russian mafia. And worst of all, Mother Mary Stigmata! There was nothing left to do but run. Buster had a plan. While Mack and Cab created a diversion on stage, Elwood and Buster made a run for it in the Bluesmobile followed by a very long cavalcade of police cars.<br /><br />Blues Brothers 2000--what can I say? It was pretty good. It started off very properly with a proper dedication to John Belushi, Cab Calloway and John Candy. Dan Aykroyd returns as Elwood Blues, everyone\'s favorite crafty Blues con. John Goodman is on board as Mighty Mack McTeer. Joe Morton is Cab. J. Evan Bonifant is Buster. Frank Oz returns as the warden. And the late Kathleen Freeman returns as Mary Stigmata. Familiar faces Aretha Franklin and James Brown are here too. Belushi\'s absence from this film is definitely noticeable, but I think it\'s good they made Elwood a more central character, since in the original it was obvious Jake was the central character. They gave Elwood a chance to build. But personally, this wasn\'t much of a sequel, but rather a rehash of the first film. But if you liked the first film and would like to see a jazzy update, then Blues Brothers 2000 is for you. I recommend it. Like they say, the Lord works in mysterious ways.'",2
"b'This movie could have been 15 minutes long if it weren\'t for all the bickering between son and father. Very predictable. Both Male ""stars"" need a good slap in the face! Would you like some cheese with that ""whine?"" Two chuckles...and a headache. I can understand why the mother left her hubby after 47 years...I don\'t know how she lasted that long! The first 5 minutes made me want to turn the movie off wishing I had never paid the $3.99 to watch it! The movie didn\'t flow well and was painfully long. I kept watching my watch hoping time would fly faster...It didn\'t. The script had so much repetition that it had to be easy for the writer to fill space. On a positive note...the scenery was pretty, fall being my favorite season. The car, the 40 Ford was also quite nice. This movie gets an D- rating approaching an F'",0
"b'<br /><br /> Actually, I believe that ""Jezebel"" is a very different film ""animal"" from ""Gone with the Wind"". GWTW is a mega-epic, with the whole Civil War and Reconstruction period as backdrops. ""Jezebel"", on the other hand, plays out over a much shorter period of time, historically. I\'m not even a big Bette Davis fan, but I\'ll say that if ""Jezebel"" doesn\'t convert you, you can\'t be impressed. All of the performances are excellently crafted and satisfyingly deep, as would be expected from a stage play taken to the big screen. I love GWTW, but ""Jezebel"" works as well or better at capturing the same basic period in US history, while also keeping you waiting expectantly for the heroine\'s next outlandish maneuver. William Wyler was one of the great directors, and his gift shines through in every scene. I give ""Jezebel"" 10/10 stars, and Davis more than deserved her Oscar.'",2
"b""I very much looked forward to this movie. Its a good family movie; however, if Michael Landon Jr.'s editing team did a better job of editing, the movie would be much better. Too many scenes out of context. I do hope there is another movie from the series, they're all very good. But, if another one is made, I beg them to take better care at editing. This story was all over the place and didn't seem to have a center. Which is unfortunate because the other movies of the series were great. I enjoy the story of Willie and Missy; they're both great role models. Plus, the romantic side of the viewers always enjoy a good love story.""",0
"b'I rented I AM CURIOUS-YELLOW from my video store because of all the controversy that surrounded it when it was first released in 1967. I also heard that at first it was seized by U.S. customs if it ever tried to enter this country, therefore being a fan of films considered ""controversial"" I really had to see this for myself.<br /><br />The plot is centered around a young Swedish drama student named Lena who wants to learn everything she can about life. In particular she wants to focus her attentions to making some sort of documentary on what the average Swede thought about certain political issues such as the Vietnam War and race issues in the United States. In between asking politicians and ordinary denizens of Stockholm about their opinions on politics, she has sex with her drama teacher, classmates, and married men.<br /><br />What kills me about I AM CURIOUS-YELLOW is that 40 years ago, this was considered pornographic. Really, the sex and nudity scenes are few and far between, even then it\'s not shot like some cheaply made porno. While my countrymen mind find it shocking, in reality sex and nudity are a major staple in Swedish cinema. Even Ingmar Bergman, arguably their answer to good old boy John Ford, had sex scenes in his films.<br /><br />I do commend the filmmakers for the fact that any sex shown in the film is shown for artistic purposes rather than just to shock people and make money to be shown in pornographic theaters in America. I AM CURIOUS-YELLOW is a good film for anyone wanting to study the meat and potatoes (no pun intended) of Swedish cinema. But really, this film doesn\'t have much of a plot.'",0
"b""I wait for each new episode, each re-run with anticipation! The new look of sci-fi created by Stargate SG-1 is a wonder that I hope will never end. To combine the past with the future is a new twist that is fascinating to me. Season #9 should be a thrill in itself. I wish that Richard Dean Anderson would show up more often in the new season, as I love his dry wit as much as his temper tantrums in his character as Jack O'Neill. The other characters add their own uniqueness to the show that makes it a winner, season after season. You cancel this program in the next three years, and you make a serious mistake. Also, you need a bigger role for the Asgard - they are just too cool.""",1
"b'**Possible Spoilers Ahead**<br /><br />\tJason (a.k.a. Herb) Evers is a brilliant brain surgeon who, along with wife Virginia Leith, is involved in the most lackluster onscreen car crash ever. Leith is decapitated and the doctor takes her severed noggin back to his mansion and rejuvenates the head in his lab. The mansion\'s exterior was allegedly filmed at Tarrytown\'s Lyndhurst estate; the lab scenes were apparently shot in somebody\'s basement. The bandaged head is kept alive on ""lab equipment"" that\'s almost cheap-looking enough for Ed Wood. Some of the library music\xc2\x96the movie\'s high point\xc2\x96later turned up in Andy Milligan\'s THE BODY BENEATH. Leith\'s head has some heavy metaphysical discourses with another of Ever\'s misfires, a mutant chained in the closet. Meanwhile, the good doc prowls strip joints looking for a body worthy of his wife\'s gabby noodle. The ending, in uncut prints, features some ahead-of-its-time splatter and dismemberment when the zucchini-headed monster comes out of the closet to bring the movie to a welcome close. This thing took three years to be released and then, audiences gave it the bad reception it richly deserved. Between this, PLAN 9 FROM OUTER SPACE and a few others, 1959 should have been declared The Year Of The Turkey.'",0
"b'""Antwone Fisher"" tells of a young black U.S. Navy enlisted man and product of childhood abuse and neglect (Luke) whose hostility toward others gets him a stint with the base shrink (Washington) leading to introspection, self appraisal, and a return to his roots. Pat, sanitized, and sentimental, ""Antwone Fisher"" is a solid feel-good flick about the reconciliation of past regrets and closure. Good old Hollywood style entertainment family values entertainment with just a hint of corn. (B)'",1
"b""The story of Romasanta is interesting because it is based on true historical events. The movie interpretion however doesn't quite capture the excitement of the Wolfman killings.<br /><br />Pacing of the story is poorly synchronized: everything happens way too slow in the first half of the movie. And suddenly all the way from the capture of Romasanta the pace quickens considerably and the movie is over before my curiosity on the Romasanta character is completely satisfied: Who was he? Why did he do these things? This movie doesn't answer or even ask these questions well enough. Quite contrary, just when I became intrigued by Romasanta, he is swept away and the movie ends. To be truthful, I think in the end it gives quite a neutral and rather dull view on Manuel Romasanta. But on defensive side I must say that the cinematography, settings and props look all wonderful.<br /><br />Short summary: Romasanta is magnificently set movie with pure Gothic feeling, but it unfortunately lacks somewhat in the script and pacing. You can watch it once or twice without any serious pain, but the lost possibilities do bother me. If I weren't so curious about the real Romasanta, this movie might have seen even worse in my eyes. This could have been truly great historical werewolf/horror movie. Now it manages to be only barely average.<br /><br />I'm a little bit disappointed in the results considering the raw potential of the plot. Oh well, nice try.""",2
"b'Shooting Fish was something I got out on a risk, you know.....no other film in video store, take a chance.<br /><br />It proved to be a wise decision as the film was very funny, two great opposites for the main male characters and the stunning kate beckinsale acted the part wonderfully.<br /><br />The film has no slow points, but does not rush things, the accompanying music is very good and acting first class.<br /><br />I would recommend this film to anyone'",2
"b""I have yet to see the first Ginger snap or any other Ginger snaps movies in the series.<br /><br />I saw this when it came on TV once, all i knew about this movie before I watched it, was that it had something to do with a werewolf.<br /><br />Brigitte seem to be haunted by her dead sister, who a was werewolf too and she will become too but she then takes a deadly second dose of monkshood, which would stop her of changing into werewolf. Jeremy with her library books at her door and he see that she has taken drugs and then is about to take her to the hospital but is attacked.<br /><br />After that She wakes up in rehab clinic for drug abusing girls. she locked up and a little girls know about this and then helps her out to get more drugs to help her not to turn into a werewolf.<br /><br />This was really interesting werewolf movie, I didn't find IT boring, which i thought I would, but it was really entertaining movie,They had some really nasty bloody deaths in here too and i did like how the werewolf looked, it was little scary.<br /><br />The acting from the main girl was really good, the rest of cast was just okay but the little girl acting was really poor. <br /><br />I give this movie 7 out of 10""",2
"b""Dudley Moore, a man, left short again. Unfortunately for Dud, the writers didn't lose much sleep drafting some of the patchy story lines, in this average advertising/mental home comedy romp (is it still safe to say that? lol).<br /><br />However there are many redeemable appearances, most notably from, Mr George Cartelli.<br /><br />Hello. Hello how you doin? His expertly delivered catchphrases will live on, in my life, and the lives of my many future grandchildren. And how could they not. The man who has said nothing but Hello since 1977, comes alive in what is without question, the funniest 'crazy' character to come out of the silver screen, .er...ever. Are the rumours of TV networks fighting over Cartelli's pilot sitcom true?""",2
"b'Shortly after an oddly quiet young woman, Sadako Yamamura (Yukie Nakama), joins a drama troupe, strange events, including deaths with suspicious circumstances, start occurring. Is Sadako somehow connected to these events? And what does it have to do with a reporter investigating a years-old tragedy at a psychic demonstration? <br /><br />Series Note: There are many different films, television series, books, comic books, etc. based on the ""Ring Universe"", and it\'s very complicated trying to sort them out. The Japanese films known as ""Ring"" or ""Ringu"" can be numbered 0 (this one), 1 (Ringu, 1998) and 2 (Ringu 2, 1999), and function well as a self-contained story. This film, Ring 0: Birthday is a prequel. I prefer watching it first, but if you want more mystery in the other films, watch them in their release order: Ringu, Ringu 2, then Ringu 0. Note that there is also a Japanese film named Rasen (aka Spiral, 1998) which was meant to be a ""Ring 2"", but that was later superseded with the 1999 Ringu 2. Rasen is supposedly closer to the second Ring novel, but 1999\'s Ringu 2 is seen as more or less the ""official"" Ringu sequel.<br /><br />There is an infamous mock commercial from the early days of ""Saturday Night Live"" (1975) about a product named ""Shimmer"". Shimmer was notable for being both a floor wax and a dessert topping. Ring 0 has Sadako as a Shimmer-like entity. Only, instead of being just two kinds of things, she\'s six--a telekinetic, a psychic, a precognizant, a ghost, a psychic healer, and a physical manifestation of a split personality. The film overall has a Shimmer-like quality, too. It\'s both a horror film and a slow, realistic drama with romance overtones. The horror stuff generally works, although Sadako would have benefited from not having so many functions. The more serious dramatic sections, which take up almost an hour of this 90-minute film, are not quite as successful.<br /><br />The script, by Hiroshi Takahashi, from a story by Ring novelist Koji Suzuki, is admirable on an artistic level. Takahashi is fond of parallelism, setting up the drama troupe\'s rehearsals and performance as an innocuous veil that often matches more sinister events beneath the surface. He frequently changes our perspective so that we see a stage performer scream, say, at the same time someone offstage should be screaming. These kinds of parallels can be found throughout the film.<br /><br />The problem is that director Norio Tsuruta just cannot get much momentum going with the material. The dramatic rehearsals and backstage bickering that take up a large percentage of screen-time just aren\'t that eventful or exciting. There are glimpses, through Sadako or around her, of a more intriguing world, but they\'re often little more than ""flashes"" that might cause us to do a double take. Takahashi and Tsuruta work hard to establish a romance subplot involving a love triangle (or two), but this can barely get off the ground. It often feels superfluous.<br /><br />The best material featuring Sadako in the earlier part of the film resembles something of a cross between a Hitchcockian thriller and Brian De Palma\'s Carrie (1976). But those are overly generous comparisons, since at least the first hour of Ring 0 has little of the suspense, style or directorial panache of either.<br /><br />I would have preferred a stronger focus on Shoko Miyaji (Yoshiko Tanaka), the reporter who is trying to investigate the psychic demonstration tragedy. Her scenes, which tend to have the flavor of a police procedural with slight horror twinges, are entertaining, and a larger focus on her would have broken up play rehearsal scenes better. It would have also given the character more weight for the climax, which would have given the ending even greater impact.<br /><br />As it stands, the last half hour is still the best part. We finally unravel much of the mystery behind Sadako (although there are a lot of questions that could still be answered), and gain insight into some of the events and comments in the first two-thirds of the film, which otherwise can seem cryptic (it pays to rewatch the first hour after the film is over--I enjoyed it more the second time). <br /><br />There are a number of events during the climax that are breathtaking in their brutality, all nicely scripted and directed. One of these, when two characters are enigmatically killed off-screen, is a rare example of an ""attack scene"" where I agree that what you\'re not shown can be more effective than what you are shown. We get to see the event leading right up to the death, and we see the bloody aftermath. Filming how it happened would have drained much of its mystique. Another outstanding development in the climax is rooted in the relationship between two characters, and works so well because of strong cultural taboos.<br /><br />While it\'s probably my least favorite Ring-related film, Ring 0 is worth viewing because of its place in the series and the excellent climax.'",2
"b'From a poorly contrived plot line that makes almost no sense to bad dialogue and disjointed scenes to the ultimate downer, bad acting (even Peter Falk can\'t find his way) ""Finding John Christmas"" is better left lost. Ms. Bertinelli\'s performance is without depth or emotion as are her co-stars, William Russ as brother Hank and David Cubitt as love interest Noah. Jennifer Pisana as Soccoro, the daughter of single dad Noah is almost unbearable to watch let alone listen to singing. But who can blame them with material like this. Michael J. Murray\'s script is juvenile at best. <br /><br />Each year at this time I search the TV guides and wait anxiously for some of the really classic Christmas and inspirational holiday films to appear on the small screen. Films like ""Miracle on 34th Street"", Ernst Lubitsch\'s delightful ""The shop around the corner"" and, of course the 1951 version of ""Scrooge"". There\'s Frank Capra\'s classics ""It\'s a wonderful life"" and ""Meet John Doe"". Hey, forget the classics. What about ""Home Alone"" or "" Home for the Holidays"" with Holly Hunter and a great performance by Robert Downey Jr.? <br /><br />My present to you is by way of advice. Your time would be better spent searching out these films than finding ""Finding John Christmas"". Merry Christmas!'",0
"b'This was one of the best movies I have seen. The movie relates to real life and how drugs CAN play a major part. Although this movie appears to be produced from a low budget, I found it to be exhilarating to watch.<br /><br />Some may not like the story and say the script is lacking direction. However, when a person gets as deep into drugs as these characters, there is no direction is life. I feel this movie is an accurate representation of what might happen to a person if they are faced with extreme temptations.<br /><br />Most of the cast are newcomers to the industry. However, they all pulled it off very well. Everyone seemed to do their job well and get into character appropriately.<br /><br />I think this movie might be a good tool to use when dealing with a person or loved one that is involved in drugs and appears to be spiraling out of control. This movie might just scare them enough to change their ways.'",1
"b""Hello. This movie is.......well.......okay. Just kidding! ITS AWESOME! It's NOT a Block Buster smash hit. It's not meant to be. But its a big hit in my world. And my sisters. We are rockin' Rollers. GO RAMONES!!!! This is a great movie.............. For ME!""",1
"b'The primary aspect of this film which most people miss is that Luhzin lives his life as a chess game. So many people have seen this film and just don\'t get it, and I don\'t understand why. While watching this film I was taken on a private journey which floored me. I will try to explain this without any spoilers, but be forewarned, I do talk about things that happen in the movie.<br /><br />**** Possible Spoilers **** Be Forewarned!****<br /><br />His is a life of ""large moves"" versus ""small moves"". He chooses Natalia to be his Queen, and he and she behave as his Aunt first described the King and Queen and their moves when she introduced him to chess as a boy. Listen closely to that description.<br /><br />When someone asks him a question, he flashbacks to the past as if reviewing past moves. (The flashbacks are beautifully lit, by the way.) The flashbacks are quite interesting as well, for they give not only his point of view as a child, but the point of view of the other character as well. It\'s stunning.<br /><br />Various characters become either his helpers or his enemies, pawns, bishops and knights, their actions enlightening you as to who\'s side they are on. Even their placement in a scene is pivotal to understanding what is going on. Beautifully done.<br /><br />I will not comment more on what happens to the character of Luhzin, but I hope that this will illuminate what is actually happening at the end.<br /><br />This film is constantly working on many levels, which is why I endorse it. It was a treat and a joy to watch.<br /><br />If you like this film I would recommend a film called Fresh. The only way that these films are similar is the use of chess and the characters being treated as pieces.<br /><br />'",1
